"","Parameter","If other","Unit","Type of infectious disease model","Mixing","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Seeder / Inoculated vaccinated","Contact vaccinated","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Estimation method","Remarks","Reference","doi","Filled in by:","ParameterType","Inoculated / Contact","Material","Test Type","study","Type of sample","Type of study","Time period","Country","Sampling purpose","Information level","Control pogramm in place","Type of programme","Coverage (regional/national)","Country status for the disease","Control plan type","Last updated","Link","Type","Table","Term","Explanation...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","Explanation...59","Denote major changes to the template in this sheet","...61","...62","Transmission Parameters","Latent/incubation","Pathogen Survival","Diagnostic","Within Herd prevalence","Regional Prevalence","Control Programme"
"1814","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","Specificity",NA,NA,NA,NA,NA,"E. coli",NA,"Humans; pigs",NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,"PCR assays were developed and compared to AST and sequencing. Sensitivity and specificity is reported for a wide range of antibiotics.","Pholwat et al., 2019","https://doi.org/10.1371%2Fjournal.pone.0216747","AA","DiagnosticTest",NA,NA,"PCR","Comparative","Cultured Samples (Faecal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,NA,NA,NA,NA,"amoxicillin-clavulanic acid",NA,NA,NA,0.647,NA,NA,NA,NA,"[category agreement between the two methods] EFSA report, reports a range of AST agreement percentages between the two most commonly used (EUCAST/CLSI) methodologies. However, this is not standardised in vet medicine laboratories.","EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA","DiagnosticTest",NA,NA,"EUCAST/CLSI Disk Diffusion AST","Meta-analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,NA,NA,NA,NA,"ampicillin",NA,NA,NA,0.977,NA,NA,NA,NA,"[category agreement between the two methods] EFSA report, reports a range of AST agreement percentages between the two most commonly used (EUCAST/CLSI) methodologies. However, this is not standardised in vet medicine laboratories.","EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA","DiagnosticTest",NA,NA,"EUCAST/CLSI Disk Diffusion AST","Meta-analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,NA,NA,NA,NA,"cirpofloxacin",NA,NA,NA,0.778,NA,NA,NA,NA,"[category agreement between the two methods] EFSA report, reports a range of AST agreement percentages between the two most commonly used (EUCAST/CLSI) methodologies. However, this is not standardised in vet medicine laboratories.","EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA","DiagnosticTest",NA,NA,"EUCAST/CLSI Disk Diffusion AST","Meta-analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,NA,NA,NA,NA,"gentamicin",NA,NA,NA,0.967,NA,NA,NA,NA,"[category agreement between the two methods] EFSA report, reports a range of AST agreement percentages between the two most commonly used (EUCAST/CLSI) methodologies. However, this is not standardised in vet medicine laboratories.","EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA","DiagnosticTest",NA,NA,"EUCAST/CLSI Disk Diffusion AST","Meta-analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,NA,NA,NA,NA,"ceftriaxone",NA,NA,NA,0.984,NA,NA,NA,NA,"[category agreement between the two methods] EFSA report, reports a range of AST agreement percentages between the two most commonly used (EUCAST/CLSI) methodologies. However, this is not standardised in vet medicine laboratories.","EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA","DiagnosticTest",NA,NA,"EUCAST/CLSI Disk Diffusion AST","Meta-analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,NA,NA,NA,NA,"trimethoprim-selfamethoxazole",NA,NA,NA,0.998,NA,NA,NA,NA,"[category agreement between the two methods] EFSA report, reports a range of AST agreement percentages between the two most commonly used (EUCAST/CLSI) methodologies. However, this is not standardised in vet medicine laboratories.","EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA","DiagnosticTest",NA,NA,"EUCAST/CLSI Disk Diffusion AST","Meta-analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,"EFSA report, reports a range of AST agreement percentages between the two most commonly used (EUCAST/CLSI) methodologies. However, this is not standardised in vet medicine laboratories.","EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA","DiagnosticTest",NA,NA,"MALDI-TOF","Meta-analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,"EFSA report, reports a range of AST agreement percentages between the two most commonly used (EUCAST/CLSI) methodologies. However, this is not standardised in vet medicine laboratories.","EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA","DiagnosticTest",NA,NA,"MALDI-TOF","Meta-analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin","blaTEM1-B",NA,NA,NA,0.82,0.7,0.91,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin","+ blaCTXM-1",NA,NA,NA,0.82,0.7,0.91,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin","+ blaTEM-106",NA,NA,NA,0.84,0.72,0.92,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin","+ blaTEM-1A",NA,NA,NA,0.91,0.8,0.97,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin","blaTEM1-B",NA,NA,NA,0.85,0.73,0.93,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin","+ blaCTXM-1",NA,NA,NA,0.85,0.73,0.93,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin","+ blaTEM-106",NA,NA,NA,0.87,0.75,0.95,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin","+ blaTEM-1A",NA,NA,NA,0.94,0.84,0.99,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin-CA","blaTEM-1A",NA,NA,NA,0.27,0.08,0.55,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin-CA","+ blaTEM-106",NA,NA,NA,0.33,0.12,0.62,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin-CA","+ ampC prom PM",NA,NA,NA,0.47,0.21,0.73,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin-CA","blaTEM-1A",NA,NA,NA,0.25,0.03,0.65,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin-CA","+ blaTEM-106",NA,NA,NA,0.38,0.09,0.76,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"amoxicillin-CA","+ ampC prom PM",NA,NA,NA,0.5,0.16,0.84,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"cefalexin","cefalexin",NA,NA,NA,1,0.16,1,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"colistin","mcr1.1",NA,NA,NA,0.5,0.16,0.84,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"colistin","+ mcr2.1",NA,NA,NA,1,0.63,1,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"colistin","+ mcr5.1",NA,NA,NA,1,0.63,1,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"apramycin","aac3IV",NA,NA,NA,0.2,0.1,0.72,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"apramycin","+ aac3IVa",NA,NA,NA,1,0.48,1,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"gentamicin","aac3IV",NA,NA,NA,0.11,0,0.48,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
