"parameter","if_other","unit","scale","study_type","pathogen","variant_strain","host","host_type","host_breed","host_age","host_other","inoculated_contact","vaccine","value","lower_cl","upper_cl","estimation_type","estimation_method","remarks","ref_short","year","ref","filled_by"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 2",NA,NA,26,9.9,53,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 3",NA,NA,14,3.5,36,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 4",NA,NA,6,1.1,20,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 5",NA,NA,12,3.4,29,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 6",NA,NA,18,6.5,33,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 7",NA,NA,14,3.5,37,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 8",NA,NA,16,4.5,35,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 9",NA,NA,30,18,48,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 10",NA,NA,19,7,42,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","local transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"all herds",NA,NA,24,18,33,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 1",NA,NA,11,3.3,26,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 2",NA,NA,29,13,54,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 3",NA,NA,13,3.1,36,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 4",NA,NA,4.3,0.48,18,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 5",NA,NA,12,3.3,29,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 6",NA,NA,16,5.6,32,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 7",NA,NA,13,3.1,37,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 8",NA,NA,15,4.7,33,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 9",NA,NA,28,16,48,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"herd 10",NA,NA,23,9.8,45,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period","global transmission","days",NA,"Observational","Hepatitis E",NA,"Swine",NA,NA,NA,"all herds",NA,NA,27,20,39,NA,NA,"Two transmission models were compared, assuming that animals are infected either locally by their group mates or globally by any infectious animal regardless of its group. For local and global transmission","Backer et al., 2012",2012,"https://doi.org/10.1016/j.epidem.2012.02.002","AA"
"Infectious period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,"UK 2007 (10 herds)",NA,NA,43,33,59,NA,NA,"The HEV transmission dynamics in commercial pig farms in six different European countries was studied.","Berto et al., 2012",2012,"https://doi.org/10.1186/1756-0500-5-190","AA"
"Infectious period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,"UK 2008 (8 herds)",NA,NA,43,29,73,NA,NA,"The HEV transmission dynamics in commercial pig farms in six different European countries was studied.","Berto et al., 2012",2012,"https://doi.org/10.1186/1756-0500-5-190","AA"
"Infectious period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,"Portugal (6 herds)",NA,NA,101,70,403,NA,NA,"The HEV transmission dynamics in commercial pig farms in six different European countries was studied.","Berto et al., 2012",2012,"https://doi.org/10.1186/1756-0500-5-190","AA"
"Latent period",NA,"days",NA,"Experimental Stable","Hepatitis E",NA,"Swine",NA,NA,NA,NA,NA,NA,6.9,5.8,7.9,NA,NA,"An experimental trial was carried out to study the main characteristics of HEV transmission between orally inoculated pigs and naïve animals","Andraud et al., 2013",2013,"https://doi.org/10.1186%2F1297-9716-44-102","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Hepatitis E",NA,"Swine",NA,NA,NA,NA,NA,NA,9.7,8.2,11.2,NA,NA,"An experimental trial was carried out to study the main characteristics of HEV transmission between orally inoculated pigs and naïve animals","Andraud et al., 2013",2013,"https://doi.org/10.1186%2F1297-9716-44-102","AA"
"Shape",NA,NA,NA,"Experimental Stable","Hepatitis E",NA,"Swine",NA,NA,NA,NA,NA,NA,5.2,3.5,10,NA,NA,"An experimental trial was carried out to study the main characteristics of HEV transmission between orally inoculated pigs and naïve animals","Andraud et al., 2013",2013,"https://doi.org/10.1186%2F1297-9716-44-102","AA"
"Infectious period",NA,"day",NA,"Other","Infectious Bovine Rhinotracheitis",NA,"Cattle",NA,NA,NA,NA,NA,NA,7,1,18,"Bayesian",NA,NA,"Santman-Berends et al. 2017",2017,"https://doi.org/10.1016/j.prevetmed.2017.08.003",NA
"Infectious period",NA,"days",NA,"Other","Peste des Petits Ruminants",NA,"Small Ruminants",NA,NA,"Multiple",NA,NA,NA,21,NA,NA,NA,NA,"Estimation of latent and infectious period from challenge experiments: Couacy-Hymann et al., 2007; Liu et al., 2013; Wernike et al., 2014; Parida et al., 2019; Halecker et al., 2020","EFSA AHAW, 2021",2021,"https://doi.org/10.2903/j.efsa.2021.6708","AA"
"Incubation period",NA,"days",NA,"Review","Peste des Petits Ruminants",NA,"Small Ruminants",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Peste Des Petits Ruminants Virus Infection of Small Ruminants: A Comprehensive Review","Kumar et al., 2014",2014,"https://doi.org/10.3390%2Fv6062287","AA"
"Incubation period",NA,"days",NA,"Review","Peste des Petits Ruminants",NA,"Small Ruminants",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,"Peste Des Petits Ruminants Virus Infection of Small Ruminants: A Comprehensive Review","Kumar et al., 2014",2014,"https://doi.org/10.3390%2Fv6062287","AA"
"Infectious period","mean",NA,NA,"Review","PRRS",NA,"Pigs",NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,"Review on the transmission porcine reproductive and respiratory syndrome virus between pigs and farms and impact on vaccination","Pileri and Mateu, 2016",2016,"https://doi.org/10.1186/s13567-016-0391-4","AA"
"Infectious period","peak",NA,NA,"Review","PRRS",NA,"Pigs",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"Review on the transmission porcine reproductive and respiratory syndrome virus between pigs and farms and impact on vaccination","Pileri and Mateu, 2016",2016,"https://doi.org/10.1186/s13567-016-0391-4","AA"
"Latent period","detectable viraemia",NA,NA,"Review","PRRS",NA,"Pigs",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,"Review on the transmission porcine reproductive and respiratory syndrome virus between pigs and farms and impact on vaccination","Pileri and Mateu, 2016",2016,"https://doi.org/10.1186/s13567-016-0391-4","AA"
"Latent period",NA,NA,NA,NA,"PRRS",NA,"Pig",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"The time-dependent transmission rate of Porcine Reproductive and Respiratory Syndrome Virus (PRBovine Respiratory Syncytial Virus) and the correlation between infectiousness, virological parameters and antibody responses of the infected pigs were studied in experimental conditions.","Charpin et al., 2012",2012,"https://doi.org/10.1186/1297-9716-43-69",NA
"Latent period",NA,NA,NA,NA,"PRRS",NA,"Pig",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"The time-dependent transmission rate of Porcine Reproductive and Respiratory Syndrome Virus (PRBovine Respiratory Syncytial Virus) and the correlation between infectiousness, virological parameters and antibody responses of the infected pigs were studied in experimental conditions.","Charpin et al., 2012",2012,"https://doi.org/10.1186/1297-9716-43-69",NA
"Latent period",NA,"years",NA,"Review","Paratuberculosis",NA,"Cattle",NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,"In this review, we summarize current knowledge of bovine Johne’s disease pathology, pathogenesis, immunology and genetics. We discuss knowledge gaps that direly need to be addressed to provide a science-based approach to diagnostics and (immuno)prophylaxis. These knowledge gaps are related to anatomical/clinical manifestation of MAP invasion, interaction of bacteria with phagocytes, granuloma formation, shedding, establishment and kinetics of adaptive immune responses in the pathogenesis of the disease. These topics are discussed at the molecular, cellular and tissue levels with special attention to the within host dynamics including the temporal and the spatial context relevant for the various host-pathogen interactions.","Koets et al., 2015",2015,"https://doi.org/10.1186/s13567-015-0185-0","AA"
"Latent period",NA,"years",NA,"Review","Paratuberculosis",NA,"Cattle",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"In this review, we summarize current knowledge of bovine Johne’s disease pathology, pathogenesis, immunology and genetics. We discuss knowledge gaps that direly need to be addressed to provide a science-based approach to diagnostics and (immuno)prophylaxis. These knowledge gaps are related to anatomical/clinical manifestation of MAP invasion, interaction of bacteria with phagocytes, granuloma formation, shedding, establishment and kinetics of adaptive immune responses in the pathogenesis of the disease. These topics are discussed at the molecular, cellular and tissue levels with special attention to the within host dynamics including the temporal and the spatial context relevant for the various host-pathogen interactions.","Koets et al., 2015",2015,"https://doi.org/10.1186/s13567-015-0185-0","AA"
"Latent period",NA,"years",NA,"Observational","Paratuberculosis",NA,"Cattle","Dairy",NA,"adults","US Dairy Farms",NA,NA,0.33,NA,NA,NA,NA,"Using a nested compartmental (NC) modeling approach, the main objective of this research was to identify the best combination of control and preventive measures that minimizes the prevalence and incidence of JD and the risk of MAP occurrence in a dairy herd. The NC model employs both MAP transmission estimates and data on pen movement of cattle on a dairy to quantify the effectiveness of control and preventive measures. To obtain reasonable ranges of parameter values for between-pen movements, the NC model was fitted to the movement data of four typical California dairy farms. Using the estimated ranges of the movement parameters and those of JD from previous research, the basic reproduction number was calculated to measure the risk of MAP occurrence in each pen environment as well as the entire dairy","Konboon et al., 2018",2018,"https://doi.org/10.1371%2Fjournal.pone.0203190","AA"
"Infectious period",NA,"years",NA,"Observational","Paratuberculosis",NA,"Cattle","Dairy",NA,"adults","US Dairy Farms",NA,NA,2,NA,NA,NA,NA,"Using a nested compartmental (NC) modeling approach, the main objective of this research was to identify the best combination of control and preventive measures that minimizes the prevalence and incidence of JD and the risk of MAP occurrence in a dairy herd. The NC model employs both MAP transmission estimates and data on pen movement of cattle on a dairy to quantify the effectiveness of control and preventive measures. To obtain reasonable ranges of parameter values for between-pen movements, the NC model was fitted to the movement data of four typical California dairy farms. Using the estimated ranges of the movement parameters and those of JD from previous research, the basic reproduction number was calculated to measure the risk of MAP occurrence in each pen environment as well as the entire dairy","Konboon et al., 2018",2018,"https://doi.org/10.1371%2Fjournal.pone.0203190","AA"
"Infectious period",NA,"years",NA,"Observational","Paratuberculosis",NA,"Cattle","Dairy",NA,"adults","US Dairy Farms",NA,NA,10,NA,NA,NA,NA,"Using a nested compartmental (NC) modeling approach, the main objective of this research was to identify the best combination of control and preventive measures that minimizes the prevalence and incidence of JD and the risk of MAP occurrence in a dairy herd. The NC model employs both MAP transmission estimates and data on pen movement of cattle on a dairy to quantify the effectiveness of control and preventive measures. To obtain reasonable ranges of parameter values for between-pen movements, the NC model was fitted to the movement data of four typical California dairy farms. Using the estimated ranges of the movement parameters and those of JD from previous research, the basic reproduction number was calculated to measure the risk of MAP occurrence in each pen environment as well as the entire dairy","Konboon et al., 2018",2018,"https://doi.org/10.1371%2Fjournal.pone.0203190","AA"
"Infectious period",NA,"days",NA,"Observational","Salmonella","Dublin","Cattle",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,"The results of the sensitivity analysis showed that the
R0 estimate was not sensitive for changes in the latent, infectious or seropositive periods. The R0
estimates indicated that the infection would not spread very extensively in susceptible populations
under management systems similar to the ones in the study herds.","Van Schaik et al., 2007",2007,"10.1051/vetres:2007036","AA"
"Latent period",NA,"days",NA,"Observational","Salmonella","Dublin","Cattle",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"The results of the sensitivity analysis showed that the
R0 estimate was not sensitive for changes in the latent, infectious or seropositive periods. The R0
estimates indicated that the infection would not spread very extensively in susceptible populations
under management systems similar to the ones in the study herds.","Van Schaik et al., 2007",2007,"10.1051/vetres:2007036","AA"
"Latent period",NA,"days",NA,"Observational","Salmonella","Dublin","Cattle",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"The results of the sensitivity analysis showed that the
R0 estimate was not sensitive for changes in the latent, infectious or seropositive periods. The R0
estimates indicated that the infection would not spread very extensively in susceptible populations
under management systems similar to the ones in the study herds.","Van Schaik et al., 2007",2007,"10.1051/vetres:2007036","AA"
"Infectious period",NA,"days",NA,"Observational","Salmonella","Dublin","Cattle",NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,"Salmonellainfection in young dairy calves: Transmission parameters estimated from field data and an SIR-model","Nielsen et al., 2007",2007,"https://doi.org/10.1016/j.prevetmed.2006.11.006","AA"
"Latent period",NA,"1/days",NA,"Observational","Swine Influenza",NA,"Pigs",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,"he core objectives of this study are (i) to analyze the dynamics of influenza infection of a farrow-to-finish swine farm, (ii) to explore the reinfection at the farm level, and finally (iii) to examine the effectiveness of two control strategies: vaccination and reduction of indirect contact. The analyses are conducted using a deterministic Susceptible-Exposed-Infectious-Recovered (SEIR) model.","Etbaigha et al., 2018",2018,"https://doi.org/10.1371/journal.pone.0202493","AA"
"Infectious period",NA,"1/days",NA,"Observational","Swine Influenza",NA,"Pigs",NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,"he core objectives of this study are (i) to analyze the dynamics of influenza infection of a farrow-to-finish swine farm, (ii) to explore the reinfection at the farm level, and finally (iii) to examine the effectiveness of two control strategies: vaccination and reduction of indirect contact. The analyses are conducted using a deterministic Susceptible-Exposed-Infectious-Recovered (SEIR) model.","Etbaigha et al., 2018",2018,"https://doi.org/10.1371/journal.pone.0202493","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza",NA,"Pigs",NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,"A transmission experiment involving 5-week-old specific-pathogen-free (SPF) piglets, with (MDA+) or without maternally-derived antibodies (MDA−), was carried out to evaluate the impact of passive immunity on the transmission of a swine influenza A virus (swIAV). In each group (MDA+/MDA−), 2 seeders were placed with 4 piglets in direct contact and 5 in indirect contact (3 replicates per group). Serological kinetics (ELISA) and individual viral shedding (RT-PCR) were monitored for 28 days after infection. MDA waning was estimated using a nonlinear mixed-effects model and survival analysis. Differential transmission rates were estimated depending on the piglets’ initial serological status and contact structure (direct contact with pen-mates or indirect airborne contact).","Cador et al., 2016",2016,"https://doi.org/10.1186/s13567-016-0365-6","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1pdm09","Pigs",NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,"In this study, we experimentally modelled transmission using the H1N1pdm09 influenza A virus in pigs, which are considered a good model for influenza infection in humans. Using an experimental design that allowed us to observe individual transmission events occurring within an 18-hr period, we quantified the relationships between infectiousness, shed virus titre and antibody titre.","Canini et al., 2020",2020,"https://doi.org/10.1371/journal.ppat.1008628","AA"
"Latent period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1pdm09","Pigs",NA,NA,NA,"seeders",NA,NA,0.75,NA,NA,NA,NA,"In this study, we experimentally modelled transmission using the H1N1pdm09 influenza A virus in pigs, which are considered a good model for influenza infection in humans. Using an experimental design that allowed us to observe individual transmission events occurring within an 18-hr period, we quantified the relationships between infectiousness, shed virus titre and antibody titre.","Canini et al., 2020",2020,"https://doi.org/10.1371/journal.ppat.1008628","AA"
"Latent period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1pdm09","Pigs",NA,NA,NA,"donors",NA,NA,2.54,NA,NA,NA,NA,"In this study, we experimentally modelled transmission using the H1N1pdm09 influenza A virus in pigs, which are considered a good model for influenza infection in humans. Using an experimental design that allowed us to observe individual transmission events occurring within an 18-hr period, we quantified the relationships between infectiousness, shed virus titre and antibody titre.","Canini et al., 2020",2020,"https://doi.org/10.1371/journal.ppat.1008628","AA"
"Latent period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1pdm09","Pigs",NA,NA,NA,"recipients",NA,NA,3.22,NA,NA,NA,NA,"In this study, we experimentally modelled transmission using the H1N1pdm09 influenza A virus in pigs, which are considered a good model for influenza infection in humans. Using an experimental design that allowed us to observe individual transmission events occurring within an 18-hr period, we quantified the relationships between infectiousness, shed virus titre and antibody titre.","Canini et al., 2020",2020,"https://doi.org/10.1371/journal.ppat.1008628","AA"
"Latent period",NA,"days",NA,"Observational","Swine Influenza",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"A stochastic compartmental model to simulate intra- and inter-species influenza transmission in an indoor swine farm","Kontowicz et al., 2023",2023,"https://doi.org/10.1371/journal.pone.0278495","AA"
"Infectious period",NA,"days",NA,"Observational","Swine Influenza",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"A stochastic compartmental model to simulate intra- and inter-species influenza transmission in an indoor swine farm","Kontowicz et al., 2023",2023,"https://doi.org/10.1371/journal.pone.0278495","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1: A/Sw/IA/00239/04 (IA04)","Pigs",NA,NA,NA,"not vaccinated",NA,NA,4.7,NA,NA,NA,NA,"In this study we assessed differences in transmission patterns and quantified the spread of a triple reassortant H1N1 influenza virus in naïve and vaccinated pig populations by estimating the reproduction ratio (R) of infection (i.e. the number of secondary infections caused by an infectious individual) using a deterministic Susceptible-Infectious-Recovered (SIR) model, fitted on experimental data. One hundred and ten pigs were distributed in ten isolated rooms as follows: (i) non-vaccinated (NV), (ii) vaccinated with a heterologous vaccine (HE), and (iii) vaccinated with a homologous inactivated vaccine (HO). The study was run with multiple replicates and for each replicate, an infected non-vaccinated pig was placed with 10 contact pigs for two weeks and transmission of influenza evaluated daily by analyzing individual nasal swabs by RT-PCR.","Romagosa et al., 2011",2011,"https://doi.org/10.1186/1297-9716-42-120","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1: A/Sw/IA/00239/04 (IA04)","Pigs",NA,NA,NA,"not vaccinated",NA,NA,4.2,NA,NA,NA,NA,"In this study we assessed differences in transmission patterns and quantified the spread of a triple reassortant H1N1 influenza virus in naïve and vaccinated pig populations by estimating the reproduction ratio (R) of infection (i.e. the number of secondary infections caused by an infectious individual) using a deterministic Susceptible-Infectious-Recovered (SIR) model, fitted on experimental data. One hundred and ten pigs were distributed in ten isolated rooms as follows: (i) non-vaccinated (NV), (ii) vaccinated with a heterologous vaccine (HE), and (iii) vaccinated with a homologous inactivated vaccine (HO). The study was run with multiple replicates and for each replicate, an infected non-vaccinated pig was placed with 10 contact pigs for two weeks and transmission of influenza evaluated daily by analyzing individual nasal swabs by RT-PCR.","Romagosa et al., 2011",2011,"https://doi.org/10.1186/1297-9716-42-120","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1: A/Sw/IA/00239/04 (IA04)","Pigs",NA,NA,NA,"not vaccinated",NA,NA,4.6,NA,NA,NA,NA,"In this study we assessed differences in transmission patterns and quantified the spread of a triple reassortant H1N1 influenza virus in naïve and vaccinated pig populations by estimating the reproduction ratio (R) of infection (i.e. the number of secondary infections caused by an infectious individual) using a deterministic Susceptible-Infectious-Recovered (SIR) model, fitted on experimental data. One hundred and ten pigs were distributed in ten isolated rooms as follows: (i) non-vaccinated (NV), (ii) vaccinated with a heterologous vaccine (HE), and (iii) vaccinated with a homologous inactivated vaccine (HO). The study was run with multiple replicates and for each replicate, an infected non-vaccinated pig was placed with 10 contact pigs for two weeks and transmission of influenza evaluated daily by analyzing individual nasal swabs by RT-PCR.","Romagosa et al., 2011",2011,"https://doi.org/10.1186/1297-9716-42-120","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1: A/Sw/IA/00239/04 (IA04)","Pigs",NA,NA,NA,"vaccinated",NA,"heterologous vaccine",4,NA,NA,NA,NA,"In this study we assessed differences in transmission patterns and quantified the spread of a triple reassortant H1N1 influenza virus in naïve and vaccinated pig populations by estimating the reproduction ratio (R) of infection (i.e. the number of secondary infections caused by an infectious individual) using a deterministic Susceptible-Infectious-Recovered (SIR) model, fitted on experimental data. One hundred and ten pigs were distributed in ten isolated rooms as follows: (i) non-vaccinated (NV), (ii) vaccinated with a heterologous vaccine (HE), and (iii) vaccinated with a homologous inactivated vaccine (HO). The study was run with multiple replicates and for each replicate, an infected non-vaccinated pig was placed with 10 contact pigs for two weeks and transmission of influenza evaluated daily by analyzing individual nasal swabs by RT-PCR.","Romagosa et al., 2011",2011,"https://doi.org/10.1186/1297-9716-42-120","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1: A/Sw/IA/00239/04 (IA04)","Pigs",NA,NA,NA,"vaccinated",NA,"heterologous vaccine",5,NA,NA,NA,NA,"In this study we assessed differences in transmission patterns and quantified the spread of a triple reassortant H1N1 influenza virus in naïve and vaccinated pig populations by estimating the reproduction ratio (R) of infection (i.e. the number of secondary infections caused by an infectious individual) using a deterministic Susceptible-Infectious-Recovered (SIR) model, fitted on experimental data. One hundred and ten pigs were distributed in ten isolated rooms as follows: (i) non-vaccinated (NV), (ii) vaccinated with a heterologous vaccine (HE), and (iii) vaccinated with a homologous inactivated vaccine (HO). The study was run with multiple replicates and for each replicate, an infected non-vaccinated pig was placed with 10 contact pigs for two weeks and transmission of influenza evaluated daily by analyzing individual nasal swabs by RT-PCR.","Romagosa et al., 2011",2011,"https://doi.org/10.1186/1297-9716-42-120","AA"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1: A/Sw/IA/00239/04 (IA04)","Pigs",NA,NA,NA,"vaccinated",NA,"heterologous vaccine",3.5,NA,NA,NA,NA,"In this study we assessed differences in transmission patterns and quantified the spread of a triple reassortant H1N1 influenza virus in naïve and vaccinated pig populations by estimating the reproduction ratio (R) of infection (i.e. the number of secondary infections caused by an infectious individual) using a deterministic Susceptible-Infectious-Recovered (SIR) model, fitted on experimental data. One hundred and ten pigs were distributed in ten isolated rooms as follows: (i) non-vaccinated (NV), (ii) vaccinated with a heterologous vaccine (HE), and (iii) vaccinated with a homologous inactivated vaccine (HO). The study was run with multiple replicates and for each replicate, an infected non-vaccinated pig was placed with 10 contact pigs for two weeks and transmission of influenza evaluated daily by analyzing individual nasal swabs by RT-PCR.","Romagosa et al., 2011",2011,"https://doi.org/10.1186/1297-9716-42-120","AA"
